Date,Name,Address,City,State,Zip,Purpose,Amount
2023-02-28,Daniel Leyte-Vidal,212 W. 1st Avenue,Tallahassee,FL,32303,reimbursement,198.95
2023-02-28,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,8998.47
2023-02-28,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising expense,1826.35
2023-02-28,"Classic Shirts, Inc.",110 Porro Street,Quincy,FL,32351,event supplies,2415.44
2023-02-28,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,162.64
2023-02-28,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,12140.97
2023-02-28,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,292445.82
2023-02-28,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,13440.00
2023-02-28,"GP3 Strategies, LLC",1823 Atlantis Place,Tallahassee,FL,32303,political consulting,10000.00
2023-03-01,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,3752.97
2023-03-07,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1514.48
2023-03-07,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,875.30
2023-03-14,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1103.92
2023-03-15,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,33596.62
2023-03-15,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,35520.23
2023-03-15,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,5426.00
2023-03-15,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,software,5942.07
2023-03-20,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,1662.54
2023-03-20,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,5250.00
2023-03-20,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,5000.00
2023-03-20,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,18372.00
2023-03-20,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,11853.06
2023-03-20,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,37593.75
2023-03-20,Ascent Media LLC,"7600 E. Eastman Avenue, #405",Denver,CO,80231,media production,37600.00
2023-03-20,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,11612.50
2023-03-20,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,198.55
2023-03-20,Daniel Leyte-Vidal,212 W. 1st Avenue,Tallahassee,FL,32303,reimbursement,319.28
2023-03-20,Melissa Peters,1117 Mercer Avenue,Tallahassee,FL,32312,reimbursement,2289.66
2023-03-20,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,reimbursement,520.45
2023-03-20,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,288.58
2023-03-20,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,244.69
2023-03-20,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,134.57
2023-03-20,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,86.97
2023-03-20,Sabrina Hancock,"575 12th Road South, #16004",Arlington,VA,22202,reimbursement,1826.08
2023-03-21,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,800.96
2023-03-22,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1.13
2023-03-28,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,431.51
2023-03-29,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1.77
2023-03-31,"GP3 Strategies, LLC",1823 Atlantis Place,Tallahassee,FL,32303,political consulting,17100.00
2023-03-31,"GP3 Strategies, LLC",1823 Atlantis Place,Tallahassee,FL,32303,political consulting,17100.00
2023-04-04,Ascent Media LLC,"7600 E. Eastman Avenue, #405",Denver,CO,80231,media production,70700.00
2023-04-04,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,599.12
2023-04-04,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,514.00
